Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=16, lr=0.0002, weight_decay=0.0004, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_origin_zero_220906')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:1795: UserWarning: nn.functional.tanh is deprecated. Use torch.tanh instead.
  warnings.warn("nn.functional.tanh is deprecated. Use torch.tanh instead.")
Loss at iteration 190 : 0.07526559382677078
Loss at iteration 200 : 0.08748418092727661
Loss at iteration 210 : 0.08234100043773651
Loss at iteration 220 : 0.0879836305975914
Loss at iteration 230 : 0.0987950786948204
Loss at iteration 240 : 0.07241552323102951
Loss at iteration 250 : 0.0911533460021019
Loss at iteration 260 : 0.08118699491024017
Loss at iteration 270 : 0.08296909928321838
Loss at iteration 280 : 0.10562890022993088
Loss at iteration 290 : 0.08861043304204941
Loss at iteration 300 : 0.0920008048415184
The SSIM Value is: 0.6614635288715363
The PSNR Value is: 20.001922861735025
the epoch is: 41
Loss at iteration 10 : 0.08622252941131592
Loss at iteration 20 : 0.06921149045228958
Loss at iteration 30 : 0.09117387235164642
Loss at iteration 40 : 0.09786999225616455
Loss at iteration 50 : 0.08617036789655685
Loss at iteration 60 : 0.0889303907752037
Loss at iteration 70 : 0.08361910283565521
Loss at iteration 80 : 0.09753017127513885
Loss at iteration 90 : 0.08652186393737793
Loss at iteration 100 : 0.09273000061511993
Loss at iteration 110 : 0.08992435783147812
Loss at iteration 120 : 0.09838493913412094
Loss at iteration 130 : 0.07636865973472595
Loss at iteration 140 : 0.07835190743207932
Loss at iteration 150 : 0.09471242129802704
Loss at iteration 160 : 0.07710105180740356
Loss at iteration 170 : 0.09331785142421722
Loss at iteration 180 : 0.09708327054977417
Loss at iteration 190 : 0.09772946685552597
Loss at iteration 200 : 0.07203099131584167
Loss at iteration 210 : 0.07816727459430695
Loss at iteration 220 : 0.09084287285804749
Loss at iteration 230 : 0.08218644559383392
Loss at iteration 240 : 0.10175856202840805
Loss at iteration 250 : 0.0859518051147461
Loss at iteration 260 : 0.09978856891393661
Loss at iteration 270 : 0.0845395177602768
Loss at iteration 280 : 0.07340876758098602
Loss at iteration 290 : 0.10774122178554535
Loss at iteration 300 : 0.08137332648038864
The SSIM Value is: 0.6613187551498413
The PSNR Value is: 19.747410265604653
the epoch is: 42
Loss at iteration 10 : 0.109583780169487
Loss at iteration 20 : 0.12151564657688141
Loss at iteration 30 : 0.0742969661951065
Loss at iteration 40 : 0.07426570355892181
Loss at iteration 50 : 0.09181982278823853
Loss at iteration 60 : 0.07219694554805756
Loss at iteration 70 : 0.0902908444404602
Loss at iteration 80 : 0.10288016498088837
Loss at iteration 90 : 0.09001343697309494
Loss at iteration 100 : 0.09135901927947998
Loss at iteration 110 : 0.09270495176315308
Loss at iteration 120 : 0.0952724814414978
Loss at iteration 130 : 0.09699848294258118
Loss at iteration 140 : 0.07022825628519058
Loss at iteration 150 : 0.10274903476238251
Loss at iteration 160 : 0.091019406914711
Loss at iteration 170 : 0.10165413469076157
Loss at iteration 180 : 0.08738406747579575
Loss at iteration 190 : 0.07131917029619217
Loss at iteration 200 : 0.07996495068073273
Loss at iteration 210 : 0.08360674977302551
Loss at iteration 220 : 0.08830302953720093
Loss at iteration 230 : 0.078125961124897
Loss at iteration 240 : 0.09163014590740204
Loss at iteration 250 : 0.0827227532863617
Loss at iteration 260 : 0.07924170792102814
Loss at iteration 270 : 0.07549278438091278
Loss at iteration 280 : 0.08121397346258163
Loss at iteration 290 : 0.08726527541875839
Loss at iteration 300 : 0.07876650989055634
The SSIM Value is: 0.6575612922509512
The PSNR Value is: 19.73690916697184
the epoch is: 43
Loss at iteration 10 : 0.08038416504859924
Loss at iteration 20 : 0.10615465044975281
Loss at iteration 30 : 0.089374840259552
Loss at iteration 40 : 0.09119679778814316
Loss at iteration 50 : 0.08100232481956482
Loss at iteration 60 : 0.12658773362636566
Loss at iteration 70 : 0.06638932228088379
Loss at iteration 80 : 0.07207798212766647
Loss at iteration 90 : 0.1060662716627121
Loss at iteration 100 : 0.09112169593572617
Loss at iteration 110 : 0.08136729151010513
Loss at iteration 120 : 0.10431387275457382
Loss at iteration 130 : 0.09275369346141815
Loss at iteration 140 : 0.10610781610012054
Loss at iteration 150 : 0.09199248254299164
Loss at iteration 160 : 0.08219535648822784
Loss at iteration 170 : 0.08159367740154266
Loss at iteration 180 : 0.09954392164945602
Loss at iteration 190 : 0.08614566177129745
Loss at iteration 200 : 0.07964269816875458
Loss at iteration 210 : 0.08942529559135437
Loss at iteration 220 : 0.07592111080884933
Loss at iteration 230 : 0.08938172459602356
Loss at iteration 240 : 0.07969209551811218
Loss at iteration 250 : 0.10443638265132904
Loss at iteration 260 : 0.09165726602077484
Loss at iteration 270 : 0.08059966564178467
Loss at iteration 280 : 0.10549984872341156
Loss at iteration 290 : 0.05434136092662811
Loss at iteration 300 : 0.09388594329357147
The SSIM Value is: 0.6631996651490529
The PSNR Value is: 20.139136441548665
the epoch is: 44
Loss at iteration 10 : 0.09302222728729248
Loss at iteration 20 : 0.08931591361761093
Loss at iteration 30 : 0.07399420440196991
Loss at iteration 40 : 0.09498756378889084
Loss at iteration 50 : 0.07972484081983566
Loss at iteration 60 : 0.07847508788108826
Loss at iteration 70 : 0.07631798088550568
Loss at iteration 80 : 0.07413144409656525
Loss at iteration 90 : 0.0877181813120842
Loss at iteration 100 : 0.10044975578784943
Loss at iteration 110 : 0.07577844709157944
Loss at iteration 120 : 0.08427976071834564
Loss at iteration 130 : 0.07873445749282837
Loss at iteration 140 : 0.07182949036359787
Loss at iteration 150 : 0.10894221067428589
Loss at iteration 160 : 0.09774806350469589
Loss at iteration 170 : 0.09469717741012573
Loss at iteration 180 : 0.0814543142914772
Loss at iteration 190 : 0.07705113291740417
Loss at iteration 200 : 0.07331057637929916
Loss at iteration 210 : 0.0892316922545433
Loss at iteration 220 : 0.09262915700674057
Loss at iteration 230 : 0.07831767946481705
Loss at iteration 240 : 0.08996953815221786
Loss at iteration 250 : 0.12385402619838715
Loss at iteration 260 : 0.10334067046642303
Loss at iteration 270 : 0.10089144110679626
Loss at iteration 280 : 0.08104148507118225
Loss at iteration 290 : 0.08698072284460068
Loss at iteration 300 : 0.09553172439336777
The SSIM Value is: 0.66005619764328
The PSNR Value is: 19.78353589375814
the epoch is: 45
Loss at iteration 10 : 0.10465425252914429
Loss at iteration 20 : 0.09085243940353394
Loss at iteration 30 : 0.08373181521892548
Loss at iteration 40 : 0.0988624095916748
Loss at iteration 50 : 0.10653138160705566
Loss at iteration 60 : 0.09781251847743988
Loss at iteration 70 : 0.08555680513381958
Loss at iteration 80 : 0.07648952305316925
Loss at iteration 90 : 0.10658276081085205
Loss at iteration 100 : 0.09842164814472198
Loss at iteration 110 : 0.09971123188734055
Loss at iteration 120 : 0.08971916139125824
Loss at iteration 130 : 0.09163602441549301
Loss at iteration 140 : 0.09521421045064926
Loss at iteration 150 : 0.07235997915267944
Loss at iteration 160 : 0.08879165351390839
Loss at iteration 170 : 0.0983314961194992
Loss at iteration 180 : 0.11575897783041
Loss at iteration 190 : 0.08205944299697876
Loss at iteration 200 : 0.10550057888031006
Loss at iteration 210 : 0.07991095632314682
Loss at iteration 220 : 0.07089102268218994
Loss at iteration 230 : 0.10104326903820038
Loss at iteration 240 : 0.09653591364622116
Loss at iteration 250 : 0.08424773067235947
Loss at iteration 260 : 0.07830268144607544
Loss at iteration 270 : 0.0923469290137291
Loss at iteration 280 : 0.10945260524749756
Loss at iteration 290 : 0.10428175330162048
Loss at iteration 300 : 0.09113206714391708
The SSIM Value is: 0.6631636261940003
The PSNR Value is: 20.00236021677653
the epoch is: 46
Loss at iteration 10 : 0.11043994873762131
Loss at iteration 20 : 0.06959832459688187
Loss at iteration 30 : 0.10269083827733994
Loss at iteration 40 : 0.08419697731733322
Loss at iteration 50 : 0.09150135517120361
Loss at iteration 60 : 0.09208392351865768
Loss at iteration 70 : 0.09796367585659027
Loss at iteration 80 : 0.07486476749181747
Loss at iteration 90 : 0.09547868371009827
Loss at iteration 100 : 0.08879005908966064
Loss at iteration 110 : 0.0869734138250351
Loss at iteration 120 : 0.08582906424999237
Loss at iteration 130 : 0.09692903608083725
Loss at iteration 140 : 0.10258611291646957
Loss at iteration 150 : 0.10882758349180222
Loss at iteration 160 : 0.09850301593542099
Loss at iteration 170 : 0.08032028377056122
Loss at iteration 180 : 0.08784051984548569
Loss at iteration 190 : 0.09339010715484619
Loss at iteration 200 : 0.09357523918151855
Loss at iteration 210 : 0.07480759918689728
Loss at iteration 220 : 0.09972437471151352
Loss at iteration 230 : 0.11042547225952148
Loss at iteration 240 : 0.10346698760986328
Loss at iteration 250 : 0.06693843752145767
Loss at iteration 260 : 0.10455486178398132
Loss at iteration 270 : 0.0847414955496788
Loss at iteration 280 : 0.07580757886171341
Loss at iteration 290 : 0.07454633712768555
Loss at iteration 300 : 0.08485941588878632
The SSIM Value is: 0.6624574899673462
The PSNR Value is: 19.97533213297526
the epoch is: 47
Loss at iteration 10 : 0.09254391491413116
Loss at iteration 20 : 0.09016823023557663
Loss at iteration 30 : 0.08078301697969437
Loss at iteration 40 : 0.10109095275402069
Loss at iteration 50 : 0.0981118381023407
Loss at iteration 60 : 0.08150093257427216
Loss at iteration 70 : 0.0841045007109642
Loss at iteration 80 : 0.0717119351029396
Loss at iteration 90 : 0.08876355737447739
Loss at iteration 100 : 0.07804343849420547
Loss at iteration 110 : 0.10350655764341354
Loss at iteration 120 : 0.10522173345088959
Loss at iteration 130 : 0.09416555613279343
Loss at iteration 140 : 0.10170696675777435
Loss at iteration 150 : 0.08954288065433502
Loss at iteration 160 : 0.07531815767288208
Loss at iteration 170 : 0.09017600864171982
Loss at iteration 180 : 0.11007743328809738
Loss at iteration 190 : 0.09092851728200912
Loss at iteration 200 : 0.08981113135814667
Loss at iteration 210 : 0.07686010003089905
Loss at iteration 220 : 0.09695379436016083
Loss at iteration 230 : 0.1005210429430008
Loss at iteration 240 : 0.09567193686962128
Loss at iteration 250 : 0.09216934442520142
Loss at iteration 260 : 0.09621761739253998
Loss at iteration 270 : 0.08268426358699799
Loss at iteration 280 : 0.10743217170238495
Loss at iteration 290 : 0.07047908008098602
Loss at iteration 300 : 0.08711670339107513
The SSIM Value is: 0.6643907944361369
The PSNR Value is: 19.971891085306805
the epoch is: 48
Loss at iteration 10 : 0.10291476547718048
Loss at iteration 20 : 0.07890358567237854
Loss at iteration 30 : 0.07948999106884003
Loss at iteration 40 : 0.09663695096969604
Loss at iteration 50 : 0.08768581598997116
Loss at iteration 60 : 0.07464276999235153
Loss at iteration 70 : 0.07797122001647949
Loss at iteration 80 : 0.10161330550909042
Loss at iteration 90 : 0.08003246039152145
Loss at iteration 100 : 0.08258749544620514
Loss at iteration 110 : 0.07440368831157684
Loss at iteration 120 : 0.08282439410686493
Loss at iteration 130 : 0.09094846248626709
Loss at iteration 140 : 0.09212356805801392
Loss at iteration 150 : 0.10202018916606903
Loss at iteration 160 : 0.09236466139554977
Loss at iteration 170 : 0.09345346689224243
Loss at iteration 180 : 0.061401188373565674
Loss at iteration 190 : 0.07952391356229782
Loss at iteration 200 : 0.09856325387954712
Loss at iteration 210 : 0.1176750585436821
Loss at iteration 220 : 0.09962549060583115
Loss at iteration 230 : 0.07945102453231812
Loss at iteration 240 : 0.08580990880727768
Loss at iteration 250 : 0.08498059213161469
Loss at iteration 260 : 0.0882444903254509
Loss at iteration 270 : 0.11386129260063171
Loss at iteration 280 : 0.09385757148265839
Loss at iteration 290 : 0.10424011945724487
Loss at iteration 300 : 0.08925416320562363
The SSIM Value is: 0.6621164878209432
The PSNR Value is: 19.596989822387695
the epoch is: 49
Loss at iteration 10 : 0.11232206225395203
Loss at iteration 20 : 0.1002497673034668
Loss at iteration 30 : 0.10881414264440536
Loss at iteration 40 : 0.09062661975622177
Loss at iteration 50 : 0.07914697378873825
Loss at iteration 60 : 0.08986034244298935
Loss at iteration 70 : 0.0777290090918541
Loss at iteration 80 : 0.11738171428442001
Loss at iteration 90 : 0.08910634368658066
Loss at iteration 100 : 0.07726364582777023
Loss at iteration 110 : 0.09562510251998901
Loss at iteration 120 : 0.08819063007831573
Loss at iteration 130 : 0.08392991125583649
Loss at iteration 140 : 0.06902264803647995
Loss at iteration 150 : 0.059915393590927124
Loss at iteration 160 : 0.07412675023078918
Loss at iteration 170 : 0.0828423798084259
Loss at iteration 180 : 0.09029163420200348
Loss at iteration 190 : 0.0801420509815216
Loss at iteration 200 : 0.09986573457717896
Loss at iteration 210 : 0.0934278592467308
Loss at iteration 220 : 0.08867325633764267
Loss at iteration 230 : 0.10214527696371078
Loss at iteration 240 : 0.08276039361953735
Loss at iteration 250 : 0.10038911551237106
Loss at iteration 260 : 0.09864207357168198
Loss at iteration 270 : 0.08999741077423096
Loss at iteration 280 : 0.08467309176921844
Loss at iteration 290 : 0.11530085653066635
Loss at iteration 300 : 0.09154026210308075
The SSIM Value is: 0.659613166252772
The PSNR Value is: 19.51952978769938
the epoch is: 50
Loss at iteration 10 : 0.10169722139835358
Loss at iteration 20 : 0.06817042082548141
Loss at iteration 30 : 0.09626343846321106
Loss at iteration 40 : 0.1280011236667633
Loss at iteration 50 : 0.09794028103351593
Loss at iteration 60 : 0.0918779969215393
Loss at iteration 70 : 0.10289055109024048
Loss at iteration 80 : 0.07722099870443344
Loss at iteration 90 : 0.09622250497341156
Loss at iteration 100 : 0.10160442441701889
Loss at iteration 110 : 0.07549087703227997
Loss at iteration 120 : 0.09253083169460297
Loss at iteration 130 : 0.0804903656244278
Loss at iteration 140 : 0.0876452773809433
Loss at iteration 150 : 0.10206940770149231
Loss at iteration 160 : 0.09481982886791229
Loss at iteration 170 : 0.08670489490032196
Loss at iteration 180 : 0.08671324700117111
Loss at iteration 190 : 0.09090471267700195
Loss at iteration 200 : 0.07547652721405029
Loss at iteration 210 : 0.1037721186876297
Loss at iteration 220 : 0.0728958249092102
Loss at iteration 230 : 0.07736684381961823
Loss at iteration 240 : 0.08838840574026108
Loss at iteration 250 : 0.08056528866291046
Loss at iteration 260 : 0.07418385148048401
Loss at iteration 270 : 0.08867788314819336
Loss at iteration 280 : 0.06801091134548187
Loss at iteration 290 : 0.1032366156578064
Loss at iteration 300 : 0.08856593817472458
The SSIM Value is: 0.6622766971588134
The PSNR Value is: 19.761979166666666
the epoch is: 51
Loss at iteration 10 : 0.09283170104026794
Loss at iteration 20 : 0.11189907044172287
Loss at iteration 30 : 0.0788756012916565
Loss at iteration 40 : 0.12031970918178558
Loss at iteration 50 : 0.0918780192732811
Loss at iteration 60 : 0.08672793209552765
Loss at iteration 70 : 0.11632513999938965
Loss at iteration 80 : 0.08843868970870972
Loss at iteration 90 : 0.07371814548969269
Loss at iteration 100 : 0.11347228288650513
Loss at iteration 110 : 0.10828657448291779
Loss at iteration 120 : 0.07295173406600952
Loss at iteration 130 : 0.07196654379367828
Loss at iteration 140 : 0.0663633644580841
Loss at iteration 150 : 0.0835707038640976
Loss at iteration 160 : 0.08617623150348663
Loss at iteration 170 : 0.09241826832294464
Loss at iteration 180 : 0.09025835990905762
Loss at iteration 190 : 0.10099652409553528
Loss at iteration 200 : 0.09415780007839203
Loss at iteration 210 : 0.09555365890264511
Loss at iteration 220 : 0.08933478593826294
Loss at iteration 230 : 0.07538343966007233
Loss at iteration 240 : 0.06602814793586731
Loss at iteration 250 : 0.10236051678657532
Loss at iteration 260 : 0.09583418816328049
Loss at iteration 270 : 0.11117875576019287
Loss at iteration 280 : 0.09379228204488754
Loss at iteration 290 : 0.07019595801830292
Loss at iteration 300 : 0.06992574036121368
The SSIM Value is: 0.6598680754502614
The PSNR Value is: 19.517708587646485
the epoch is: 52
Loss at iteration 10 : 0.08528300374746323
Loss at iteration 20 : 0.08275143802165985
Loss at iteration 30 : 0.09106531739234924
Loss at iteration 40 : 0.09680595248937607
Loss at iteration 50 : 0.06943357735872269
Loss at iteration 60 : 0.07458150386810303
Loss at iteration 70 : 0.07824339717626572
Loss at iteration 80 : 0.09208840131759644
Loss at iteration 90 : 0.08984198421239853
Loss at iteration 100 : 0.08201342821121216
Loss at iteration 110 : 0.07563523948192596
Loss at iteration 120 : 0.08595159649848938
Loss at iteration 130 : 0.0763012170791626
Loss at iteration 140 : 0.06584155559539795
Loss at iteration 150 : 0.07094763219356537
Loss at iteration 160 : 0.09096776694059372
Loss at iteration 170 : 0.07746855914592743
Loss at iteration 180 : 0.08660908788442612
Loss at iteration 190 : 0.09405116736888885
Loss at iteration 200 : 0.08231672644615173
Loss at iteration 210 : 0.07908633351325989
Loss at iteration 220 : 0.10379678010940552
Loss at iteration 230 : 0.09565107524394989
Loss at iteration 240 : 0.0768766850233078
Loss at iteration 250 : 0.09575941413640976
Loss at iteration 260 : 0.10497411340475082
Loss at iteration 270 : 0.0779489204287529
Loss at iteration 280 : 0.09350024163722992
Loss at iteration 290 : 0.07970824837684631
Loss at iteration 300 : 0.10493332147598267
The SSIM Value is: 0.6619169533252716
The PSNR Value is: 19.54709186553955
the epoch is: 53
Loss at iteration 10 : 0.09609799087047577
Loss at iteration 20 : 0.08683808892965317
Loss at iteration 30 : 0.07442167401313782
Loss at iteration 40 : 0.0962338000535965
Loss at iteration 50 : 0.07603908330202103
Loss at iteration 60 : 0.06571780890226364
Loss at iteration 70 : 0.07004698365926743
Loss at iteration 80 : 0.09741505235433578
Loss at iteration 90 : 0.09425710141658783
Loss at iteration 100 : 0.08953481912612915
Loss at iteration 110 : 0.09537392854690552
Loss at iteration 120 : 0.10882872343063354
Loss at iteration 130 : 0.09098769724369049
Loss at iteration 140 : 0.09737440198659897
Loss at iteration 150 : 0.10655763745307922
Loss at iteration 160 : 0.07826893031597137
Loss at iteration 170 : 0.08620284497737885
Loss at iteration 180 : 0.07177812606096268
Loss at iteration 190 : 0.11599566787481308
Loss at iteration 200 : 0.0805833488702774
Loss at iteration 210 : 0.06473751366138458
Loss at iteration 220 : 0.07860080897808075
Loss at iteration 230 : 0.07039304077625275
Loss at iteration 240 : 0.07816507667303085
Loss at iteration 250 : 0.07796676456928253
Loss at iteration 260 : 0.09086340665817261
Loss at iteration 270 : 0.11206060647964478
Loss at iteration 280 : 0.10010310262441635
Loss at iteration 290 : 0.08107474446296692
Loss at iteration 300 : 0.07362539321184158
The SSIM Value is: 0.6640384952227275
The PSNR Value is: 19.656034596761067
the epoch is: 54
Loss at iteration 10 : 0.07863616943359375
Loss at iteration 20 : 0.09607201814651489
Loss at iteration 30 : 0.09579174220561981
Loss at iteration 40 : 0.0931951031088829
Loss at iteration 50 : 0.08466844260692596
Loss at iteration 60 : 0.08993405103683472
Loss at iteration 70 : 0.0851675271987915
Loss at iteration 80 : 0.0948648676276207
Loss at iteration 90 : 0.08361750841140747
Loss at iteration 100 : 0.09372973442077637
Loss at iteration 110 : 0.08506564795970917
Loss at iteration 120 : 0.12156474590301514
Loss at iteration 130 : 0.07573584467172623
Loss at iteration 140 : 0.08770206570625305
Loss at iteration 150 : 0.08986413478851318
Loss at iteration 160 : 0.0790369063615799
Loss at iteration 170 : 0.0878722295165062
Loss at iteration 180 : 0.06958406418561935
Loss at iteration 190 : 0.08351580798625946
Loss at iteration 200 : 0.09950624406337738
Loss at iteration 210 : 0.08905412256717682
Loss at iteration 220 : 0.09618910402059555
Loss at iteration 230 : 0.08526258170604706
Loss at iteration 240 : 0.08308611810207367
Loss at iteration 250 : 0.07704969495534897
Loss at iteration 260 : 0.09036211669445038
Loss at iteration 270 : 0.09206631034612656
Loss at iteration 280 : 0.07976895570755005
Loss at iteration 290 : 0.0670236349105835
Loss at iteration 300 : 0.08240581303834915
The SSIM Value is: 0.6628607749938965
The PSNR Value is: 19.61300760904948
the epoch is: 55
Loss at iteration 10 : 0.09728541225194931
Loss at iteration 20 : 0.10221125185489655
Loss at iteration 30 : 0.07068704068660736
Loss at iteration 40 : 0.09804743528366089
Loss at iteration 50 : 0.0724344477057457
Loss at iteration 60 : 0.0802997276186943
Loss at iteration 70 : 0.07712258398532867
Loss at iteration 80 : 0.09621094167232513
Loss at iteration 90 : 0.09833469241857529
Loss at iteration 100 : 0.09221764653921127
Loss at iteration 110 : 0.07989583909511566
Loss at iteration 120 : 0.07917219400405884
Loss at iteration 130 : 0.07579171657562256
Loss at iteration 140 : 0.09789800643920898
Loss at iteration 150 : 0.0940590351819992
Loss at iteration 160 : 0.07942022383213043
Loss at iteration 170 : 0.07639853656291962
Loss at iteration 180 : 0.07551716268062592
Loss at iteration 190 : 0.10329854488372803
Loss at iteration 200 : 0.09268085658550262
Loss at iteration 210 : 0.08417558670043945
Loss at iteration 220 : 0.07743260264396667
Loss at iteration 230 : 0.09641128778457642
Loss at iteration 240 : 0.08364894241094589
Loss at iteration 250 : 0.08569128811359406
Loss at iteration 260 : 0.07847845554351807
Loss at iteration 270 : 0.08534332364797592
Loss at iteration 280 : 0.10041224956512451
Loss at iteration 290 : 0.09397737681865692
Loss at iteration 300 : 0.0634954497218132
The SSIM Value is: 0.6643388946851094
The PSNR Value is: 19.621331787109376
the epoch is: 56
Loss at iteration 10 : 0.09895478188991547
Loss at iteration 20 : 0.07843465358018875
Loss at iteration 30 : 0.07857474684715271
Loss at iteration 40 : 0.11674436181783676
Loss at iteration 50 : 0.08875970542430878
Loss at iteration 60 : 0.08703017234802246
Loss at iteration 70 : 0.07850766181945801
Loss at iteration 80 : 0.07319533079862595
Loss at iteration 90 : 0.09426068514585495
Loss at iteration 100 : 0.0958619937300682
Loss at iteration 110 : 0.10751062631607056
Loss at iteration 120 : 0.08311977237462997
Loss at iteration 130 : 0.07538526505231857
Loss at iteration 140 : 0.08087050914764404
Loss at iteration 150 : 0.06548506021499634
Loss at iteration 160 : 0.08833901584148407
Loss at iteration 170 : 0.08584420382976532
Loss at iteration 180 : 0.09334120154380798
Loss at iteration 190 : 0.09789253771305084
Loss at iteration 200 : 0.08037673681974411
Loss at iteration 210 : 0.08064594119787216
Loss at iteration 220 : 0.07531747221946716
Loss at iteration 230 : 0.09088244289159775
Loss at iteration 240 : 0.10049746930599213
Loss at iteration 250 : 0.08095800876617432
Loss at iteration 260 : 0.08989273011684418
Loss at iteration 270 : 0.08918730914592743
Loss at iteration 280 : 0.08341410011053085
Loss at iteration 290 : 0.09552818536758423
Loss at iteration 300 : 0.07743413746356964
The SSIM Value is: 0.6676167170206706
The PSNR Value is: 19.844883155822753
the epoch is: 57
Loss at iteration 10 : 0.08613793551921844
Loss at iteration 20 : 0.09209558367729187
Loss at iteration 30 : 0.06614332646131516
Loss at iteration 40 : 0.08661051839590073
Loss at iteration 50 : 0.07029259949922562
Loss at iteration 60 : 0.0834871381521225
Loss at iteration 70 : 0.09484048932790756
Loss at iteration 80 : 0.11510395258665085
Loss at iteration 90 : 0.06928323954343796
Loss at iteration 100 : 0.09154333174228668
Loss at iteration 110 : 0.07312449812889099
Loss at iteration 120 : 0.10180601477622986
Loss at iteration 130 : 0.08737267553806305
Loss at iteration 140 : 0.08215633034706116
Loss at iteration 150 : 0.07651615142822266
Loss at iteration 160 : 0.07172495126724243
Loss at iteration 170 : 0.09276928752660751
Loss at iteration 180 : 0.09550180286169052
Loss at iteration 190 : 0.08349549025297165
Loss at iteration 200 : 0.08570455759763718
Loss at iteration 210 : 0.10840600728988647
Loss at iteration 220 : 0.1123310774564743
Loss at iteration 230 : 0.0827164351940155
Loss at iteration 240 : 0.08578120917081833
Loss at iteration 250 : 0.09089097380638123
Loss at iteration 260 : 0.09233549237251282
Loss at iteration 270 : 0.07577870786190033
Loss at iteration 280 : 0.08721576631069183
Loss at iteration 290 : 0.09589918702840805
Loss at iteration 300 : 0.10991447418928146
The SSIM Value is: 0.6706143418947855
The PSNR Value is: 20.157091840108237
the epoch is: 58
Loss at iteration 10 : 0.09028272330760956
Loss at iteration 20 : 0.08146406710147858
Loss at iteration 30 : 0.08559153974056244
Loss at iteration 40 : 0.08755582571029663
Loss at iteration 50 : 0.07591918110847473
Loss at iteration 60 : 0.09757024049758911
Loss at iteration 70 : 0.09516908973455429
Loss at iteration 80 : 0.09327621757984161
Loss at iteration 90 : 0.0920925959944725
Loss at iteration 100 : 0.0779200941324234
Loss at iteration 110 : 0.09540548920631409
Loss at iteration 120 : 0.07758169621229172
Loss at iteration 130 : 0.08345676958560944
Loss at iteration 140 : 0.10409098863601685
Loss at iteration 150 : 0.07685315608978271
Loss at iteration 160 : 0.10028219223022461
Loss at iteration 170 : 0.08806298673152924
Loss at iteration 180 : 0.08426367491483688
Loss at iteration 190 : 0.08464525640010834
Loss at iteration 200 : 0.07271946966648102
Loss at iteration 210 : 0.07356073707342148
Loss at iteration 220 : 0.07456459850072861
Loss at iteration 230 : 0.08497974276542664
Loss at iteration 240 : 0.0986800342798233
Loss at iteration 250 : 0.09508520364761353
Loss at iteration 260 : 0.0737023800611496
Loss at iteration 270 : 0.07455750554800034
Loss at iteration 280 : 0.08325567096471786
Loss at iteration 290 : 0.10520480573177338
Loss at iteration 300 : 0.10692530870437622
The SSIM Value is: 0.6697363217671712
The PSNR Value is: 20.25782152811686
the epoch is: 59
Loss at iteration 10 : 0.0774211585521698
Loss at iteration 20 : 0.09939555823802948
Loss at iteration 30 : 0.07870861142873764
Loss at iteration 40 : 0.06834916770458221
Loss at iteration 50 : 0.07978521287441254
Loss at iteration 60 : 0.11454378813505173
Loss at iteration 70 : 0.11057901382446289
Loss at iteration 80 : 0.0699024498462677
Loss at iteration 90 : 0.08428999036550522
Loss at iteration 100 : 0.09178449958562851
Loss at iteration 110 : 0.10347320884466171
Loss at iteration 120 : 0.10679056495428085
Loss at iteration 130 : 0.08599253743886948
Loss at iteration 140 : 0.10237109661102295
Loss at iteration 150 : 0.07511211186647415
Loss at iteration 160 : 0.08360543102025986
Loss at iteration 170 : 0.08830851316452026
Loss at iteration 180 : 0.08334818482398987
Loss at iteration 190 : 0.08361461013555527
Loss at iteration 200 : 0.08841317892074585
Loss at iteration 210 : 0.08739404380321503
Loss at iteration 220 : 0.07370337098836899
Loss at iteration 230 : 0.10937502235174179
Loss at iteration 240 : 0.07901091873645782
Loss at iteration 250 : 0.09308501332998276
Loss at iteration 260 : 0.06385761499404907
Loss at iteration 270 : 0.09631901979446411
Loss at iteration 280 : 0.087684765458107
Loss at iteration 290 : 0.07469014823436737
Loss at iteration 300 : 0.09489999711513519
The SSIM Value is: 0.668294495344162
The PSNR Value is: 20.067073249816893
the epoch is: 60
Loss at iteration 10 : 0.05849815160036087
Loss at iteration 20 : 0.08152606338262558
Loss at iteration 30 : 0.07950104027986526
Loss at iteration 40 : 0.08457547426223755
Loss at iteration 50 : 0.08303862065076828
Loss at iteration 60 : 0.08512347936630249
Loss at iteration 70 : 0.07374516874551773
Loss at iteration 80 : 0.09637989848852158
Loss at iteration 90 : 0.08174654096364975
Loss at iteration 100 : 0.07918556779623032
Loss at iteration 110 : 0.11261111497879028
Loss at iteration 120 : 0.08835332095623016
Loss at iteration 130 : 0.08167491108179092
Loss at iteration 140 : 0.0801248550415039
Loss at iteration 150 : 0.0927358865737915
Loss at iteration 160 : 0.083998903632164
Loss at iteration 170 : 0.09673970937728882
Loss at iteration 180 : 0.09323501586914062
Loss at iteration 190 : 0.08572570979595184
Loss at iteration 200 : 0.09708776324987411
Loss at iteration 210 : 0.09375223517417908
Loss at iteration 220 : 0.0883898138999939
Loss at iteration 230 : 0.0746060311794281
Loss at iteration 240 : 0.0944296270608902
Loss at iteration 250 : 0.09072008728981018
